Country,Country Code,Year,NPLs,Inflation,Credit_to_Private_Sector,Debt,Trade,GDP,GDP_Growth,Unemployment,x,y,_algo
Denmark,DNK,1997,,-0.1212318882,-0.3352350810,,-0.1017804666,-0.2063273344,-0.0253220004,-0.4434204410,18.4475746155,17.6949691772,UMAP
Djibouti,DJI,1997,,,-0.0563219920,,,-0.2348934991,,,17.9453372955,20.0140953064,UMAP
Dominica,DMA,1997,,,0.0409753225,,,-0.2349265217,-0.1848993067,2.6476393971,17.1770019531,19.4953289032,UMAP
Dominican Republic,DOM,1997,,,,-0.8735179589,-0.0438725366,-0.2316662993,0.9051815086,,18.7387409210,20.2385940552,UMAP
Early-demographic dividend,EAR,1997,,,-0.3661817095,,-0.5932000194,0.2538954477,0.2611315656,,17.1064014435,16.5875396729,UMAP
East Asia & Pacific,EAS,1997,,,2.8541455611,,-0.5876372007,1.0470800781,0.1251456168,-0.7993313101,16.0415859222,17.2444839478,UMAP
East Asia & Pacific (IDA & IBRD countries),TEA,1997,,,1.1899361467,,-0.6464521055,0.0254795548,0.6609986878,-0.8046989616,18.1795597076,21.6796512604,UMAP
East Asia & Pacific (excluding high income),EAP,1997,,,1.1899361467,,-0.6464521055,0.0257768379,0.6611411033,-0.8046989616,18.0715732574,21.9013938904,UMAP
Ecuador,ECU,1997,,0.2342640858,,,-0.6187301139,-0.2303194090,0.1629168599,0.2119955090,18.5832195282,18.2584533691,UMAP
"Egypt, Arab Rep.",EGY,1997,,,-0.1399867836,,-0.6438946269,-0.2220054038,0.3519848445,0.0729152013,18.2855110168,18.9846134186,UMAP
El Salvador,SLV,1997,,,,,-0.2539372899,-0.2332862423,-0.0302758631,0.0051135513,17.5557727814,19.1155796051,UMAP
Equatorial Guinea,GNQ,1997,,,-0.9817256336,,,-0.2349034772,23.8100290133,,19.9761619568,21.1595916748,UMAP
Eritrea,ERI,1997,,,-0.2476759689,,0.7664190438,-0.2348631013,0.7443030420,,18.7425937653,21.1570053101,UMAP
Estonia,EST,1997,,,,,1.4676072739,-0.2341242301,1.5790565151,0.4204421201,19.5824031830,21.4143524170,UMAP
Eswatini,SWZ,1997,,,-0.7570348436,,,-0.2346927309,-0.0359852643,2.5294211356,17.9009361267,19.2879295349,UMAP
Ethiopia,ETH,1997,,,-0.7573118266,0.3096408480,,-0.2335207675,-0.0309355716,,17.7311058044,19.2535896301,UMAP
Euro area,EMU,1997,,-0.1234175916,,,-0.3064376361,0.9189355803,-0.0909522334,0.6378141246,16.2886581421,16.7065067291,UMAP
Europe & Central Asia,ECS,1997,,-0.1209949814,,,-0.3100153991,1.5054548673,-0.0363743039,0.3836199188,16.2844409943,16.8880538940,UMAP
Europe & Central Asia (IDA & IBRD countries),TEC,1997,,,,,-0.3932586160,-0.0725302107,-0.0599677814,0.3388163592,17.0133380890,17.6446323395,UMAP
Europe & Central Asia (excluding high income),ECA,1997,,,,,-0.2125253918,-0.1776904040,0.3687538807,0.0444719091,20.3322982788,19.6838130951,UMAP
European Union,EUU,1997,,-0.1216870737,,,-0.2861028123,1.0443235347,-0.1038477287,0.5206658232,16.2935714722,16.7716007233,UMAP
Faroe Islands,FRO,1997,,,,,0.4165345982,-0.2348222092,,,18.2082672119,20.4005508423,UMAP
Fiji,FJI,1997,,,,,0.8506916565,-0.2346309633,-0.8969549550,,17.5700759888,20.6610660553,UMAP
Finland,FIN,1997,,-0.1335864691,,,-0.1616424021,-0.2139970396,0.4989778926,1.2198061884,19.3947505951,20.4302463531,UMAP
Fragile and conflict affected situations,FCS,1997,,,-0.8032771623,,,-0.1489034968,0.1984147033,,19.3496932983,17.9550895691,UMAP
France,FRA,1997,,-0.1334443463,,,-0.5245551018,0.0047124478,-0.1294636857,0.8023914150,16.6235542297,18.8473529816,UMAP
French Polynesia,PYF,1997,,,,,-0.9339937794,-0.2343543556,-0.5597007638,,17.4375762939,20.6664104462,UMAP
Gabon,GAB,1997,,,-0.8850081463,,0.4343159595,-0.2340957205,0.3919277524,,19.1184234619,19.8013839722,UMAP
"Gambia, The",GMB,1997,,,-0.9627352698,,-0.5537928900,-0.2348437290,0.2558092765,,18.9454860687,19.0505828857,UMAP
Georgia,GEO,1997,,,,-0.2052518974,-0.3681378304,-0.2343960854,1.1684099103,-0.5129605948,19.0476245880,21.1004238129,UMAP
Germany,DEU,1997,,-0.1242630157,,,-0.5525567798,0.1319495416,-0.2386100846,0.3321261247,16.6402912140,17.8035869598,UMAP
Ghana,GHA,1997,,,-0.8966709727,,0.1758818316,-0.2338369750,0.1415651748,,18.7248287201,18.6223545074,UMAP
Greece,GRC,1997,,-0.0793615327,,,-0.7284958775,-0.2120285878,0.0452079990,0.4383487097,17.9555244446,18.3043289185,UMAP
Greenland,GRL,1997,,,,,,-0.2347993231,-0.3012637890,0.3701993589,17.3596916199,20.3498916626,UMAP
Grenada,GRD,1997,,,0.2403027709,,,-0.2349117702,0.2745612637,,18.9523124695,19.4365406036,UMAP
Guam,GUM,1997,,,,,,,,0.2989207013,16.6345996857,17.3256969452,UMAP
Guatemala,GTM,1997,,,,-1.0203472925,-0.6869123846,-0.2320346531,0.1687984248,,18.4030609131,19.0947933197,UMAP
Guinea,GIN,1997,,,-1.0190280878,,-0.9321190091,-0.2340642834,0.3015308947,,18.7766571045,19.2800197601,UMAP
Guinea-Bissau,GNB,1997,,,-1.0280917396,,-0.1371939090,-0.2348611801,0.5155873306,,19.3068866730,20.4825763702,UMAP
Guyana,GUY,1997,,,0.0653247291,,2.6104992634,-0.2348527411,0.4637398188,,18.8245563507,20.1538429260,UMAP
Haiti,HTI,1997,,,-0.7166515742,,-0.7785616795,-0.2344244585,-0.1006198467,,17.8778533936,19.2510337830,UMAP
Heavily indebted poor countries (HIPC),HPC,1997,,,-0.8253011301,,-0.4985562010,-0.2082882088,0.3582994515,,19.8625316620,19.1758880615,UMAP
High income,HIC,1997,,,2.3511338465,,-0.5875795470,4.1022928065,0.0296242692,-0.0276066230,15.8527908325,17.2108192444,UMAP
Honduras,HND,1997,,,,,0.8339785117,-0.2340278712,0.2067898265,-0.8050292409,18.6728591919,18.9225044250,UMAP
"Hong Kong SAR, China",HKG,1997,,,2.9730484774,,3.0886994789,-0.2056473558,0.2882378040,-0.9962646640,18.7471580505,18.7512893677,UMAP
Hungary,HUN,1997,,0.0800516265,-0.5298193220,0.2964515559,0.3585954017,-0.2271382261,-0.0562684292,0.1808762901,17.1219177246,18.8499679565,UMAP
IBRD only,IBD,1997,,,0.0966145437,,-0.6662460165,0.7078298000,0.3346861582,-0.4517749871,15.7724256516,16.6022968292,UMAP
IDA & IBRD total,IBT,1997,,,0.0028694166,,-0.6576026616,0.8036830620,0.3117239131,,15.9153623581,16.5068607330,UMAP
IDA blend,IDB,1997,,,-0.7984965411,,,-0.1780826220,-0.1398624042,,16.4958934784,19.1889591217,UMAP
IDA only,IDX,1997,,,-0.7749713950,,-0.4972356102,-0.1961037774,0.3061362532,,19.7291164398,18.9183349609,UMAP
IDA total,IDA,1997,,,-0.7896947032,,,-0.1388074165,0.0702258077,,17.7946071625,17.7303371429,UMAP
Iceland,ISL,1997,,-0.1258103370,0.4686392560,0.3269531025,-0.1152465871,-0.2337248147,0.3973254570,-0.7354890871,18.8766307831,19.3072834015,UMAP
India,IND,1997,,-0.0590339479,-0.5276743686,-0.0999779706,-1.0594311790,-0.1662037239,0.1177733190,,19.1889457703,17.3407630920,UMAP
Indonesia,IDN,1997,,-0.0707454942,,0.4217633720,-0.4027521439,-0.1992977567,0.2233175128,-0.5678973163,19.5338382721,18.2865257263,UMAP
"Iran, Islamic Rep.",IRN,1997,,,-0.6946311017,,-0.8620766505,-0.2161375732,-0.3205079917,,16.9900131226,20.4376029968,UMAP
Iraq,IRQ,1997,,,,,0.5848755213,-0.2315426990,2.9084562410,,19.8741760254,20.8999671936,UMAP
Ireland,IRL,1997,,-0.1292264058,,,1.2948148732,-0.2212744473,1.2497459622,0.3894967516,18.6564884186,21.0810909271,UMAP
Isle of Man,IMN,1997,,,,,,-0.2347817760,0.8565449193,,17.8938274384,21.4899578094,UMAP
Israel,ISR,1997,,-0.0366777579,0.3924130999,0.9153956136,-0.3717901190,-0.2152213020,0.0467443974,-0.0468677137,17.8902072906,18.5517578125,UMAP
Italy,ITA,1997,,-0.1229679449,,,-0.6293556168,-0.0290902843,-0.2270980324,0.7013843416,16.4247760773,19.0758380890,UMAP
Jamaica,JAM,1997,,,-0.6499612879,0.4504142603,0.2463811327,-0.2335874948,-0.7249268571,1.4602412703,17.3200321198,20.0560054779,UMAP
Japan,JPN,1997,,-0.1266546042,3.8691653674,,-1.1152299908,0.5079491556,-0.3804469616,-0.7911212101,16.2527637482,18.3832912445,UMAP
Jordan,JOR,1997,,,0.5878437278,1.0798425740,0.8711417978,-0.2337783678,-0.0025924163,,18.0600776672,18.9671611786,UMAP
Kazakhstan,KAZ,1997,,0.0688527763,,,-0.0807393559,-0.2313110003,-0.2637464003,0.8795809858,17.1564674377,19.7632961273,UMAP
Kenya,KEN,1997,,,-0.5084596286,,-0.4408596482,-0.2328076457,-0.4626547873,,16.6439037323,19.8982200623,UMAP
Kiribati,KIR,1997,,,,,0.3414433822,-0.2349633638,-0.3486396953,,17.2976684570,20.1863346100,UMAP
"Korea, Rep.",KOR,1997,,-0.0930577143,0.2678908473,-1.0832150338,-0.3726638851,-0.1407550274,0.4620978303,-0.9343739270,18.5525951385,19.4937839508,UMAP
Kuwait,KWT,1997,,,0.0347641659,,0.3144351068,-0.2299575520,-0.1381883879,-1.2605172485,17.1303653717,19.2503986359,UMAP
Kyrgyz Republic,KGZ,1997,,,-1.0100719148,,0.1576872812,-0.2346842722,1.0700920325,,19.1554870605,20.8727569580,UMAP
Lao PDR,LAO,1997,,,-0.7818774909,,-0.2224579499,-0.2346877205,0.5760005148,,19.0633354187,20.4752140045,UMAP
Late-demographic dividend,LTE,1997,,,0.4585354253,,-0.6341367435,0.3437273680,0.3777492983,-0.5378587799,15.6713428497,16.7056140900,UMAP
Latin America & Caribbean,LCN,1997,,,-0.3581549957,,-0.8026261961,0.1460109557,0.3364243833,0.1035118588,17.3472442627,16.8161430359,UMAP
Latin America & Caribbean (excluding high income),LAC,1997,,,-0.3392575540,,-0.8994266080,0.0973025440,0.3176484918,0.0653047829,17.3087482452,16.7345581055,UMAP
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,,,-0.3591145477,,-0.8189703247,0.1308649395,0.3465208303,0.1029023913,17.2488594055,16.6472110748,UMAP
Latvia,LVA,1997,,-0.0430149280,,,0.2845787892,-0.2339266004,0.9493314206,1.2081582127,18.6493568420,21.3998527527,UMAP
Least developed countries: UN classification,LDC,1997,,,-0.8034715165,,-0.7394679121,-0.2037724222,0.3293636092,,19.3641166687,19.6921367645,UMAP
Lebanon,LBN,1997,,,0.4953310801,0.9978412286,-0.2828708748,-0.2323717078,-0.3684747824,0.1163777974,16.7395401001,19.6248626709,UMAP
Lesotho,LSO,1997,,,-0.5801654510,,,-0.2348115855,0.0615610462,5.2136710737,17.7005863190,18.3371009827,UMAP
Liberia,LBR,1997,,,-1.0770180993,,,-0.2349276940,16.7159571616,,20.0437660217,21.3492927551,UMAP
Libya,LBY,1997,,,-0.5645759086,,-0.5475966129,-0.2298995548,0.3065750615,,19.3761882782,19.0730304718,UMAP
Liechtenstein,LIE,1997,,,,,,-0.2345965380,0.6333210926,-1.1492530024,18.7685661316,20.4759120941,UMAP
Lithuania,LTU,1997,,-0.0376009152,,,0.4562198614,-0.2332950788,0.8079398294,1.0742934165,18.0687160492,21.0278644562,UMAP
Low & middle income,LMY,1997,,,0.0529891365,,-0.6840366394,0.6646154966,0.3810828974,,15.9576320648,16.4156169891,UMAP
Low income,LIC,1997,,,-0.9257834629,,-0.7129942240,-0.2200744821,0.4989295822,,19.7470245361,20.3724708557,UMAP
Lower middle income,LMC,1997,,,-0.5101695474,,-0.6686564191,-0.0372888628,0.1056072110,,17.9416599274,17.9865531921,UMAP
Luxembourg,LUX,1997,,-0.1314022904,,,2.6685847725,-0.2317413144,0.3402097771,-0.9428925959,19.5439052582,19.6274280548,UMAP
"Macao SAR, China",MAC,1997,,,0.9328036965,,0.9208934005,-0.2337747739,-0.5851202143,-0.8215450274,17.1182022095,19.8679752350,UMAP
Madagascar,MDG,1997,,,-0.8945547977,,-0.7789611243,-0.2342716519,0.0599194416,,18.2859706879,18.7273159027,UMAP
Malawi,MWI,1997,,,-1.0331073899,,,-0.2343356806,0.0759812624,,17.8816108704,18.2839221954,UMAP
Malaysia,MYS,1997,,,2.7113204485,,2.1486707827,-0.2184385345,0.6491686810,-0.9562790755,18.6113853455,21.1450481415,UMAP
Maldives,MDV,1997,,-0.0539330731,,-0.3522419208,,-0.2348925816,0.8237392512,,18.3702449799,21.5005626678,UMAP
Mali,MLI,1997,,,-0.7877051073,,-0.3822189022,-0.2345306015,0.2442857280,-0.8085062486,19.6432781219,18.6742229462,UMAP
Malta,MLT,1997,,,,,1.5582230466,-0.2343503517,0.3137692686,-0.5129605948,19.0939083099,19.5498771667,UMAP
Marshall Islands,MHL,1997,,,,,0.6110157371,-0.2349584557,-1.5862880110,,18.4006633759,19.9672431946,UMAP
Mauritania,MRT,1997,,,,,-0.2698263050,-0.2346339771,-1.1964621917,,17.9872703552,20.3844585419,UMAP
Mauritius,MUS,1997,,,0.0702722482,-0.4542026448,0.9768101047,-0.2342748288,0.3836651952,,18.8815555573,20.0279026031,UMAP
Mexico,MEX,1997,,0.1090221657,-0.6055664633,-0.8223277668,-0.5897139989,-0.1484126652,0.6290576985,-0.6459561390,15.8473854065,18.0583648682,UMAP
"Micronesia, Fed. Sts.",FSM,1997,,,-0.4177192397,,0.5844842724,-0.2349424574,-1.5238214703,,18.3858051300,19.9632492065,UMAP
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1997,,,-0.3366290768,,-0.2886423015,-0.0860137317,0.1316116593,,18.9023838043,17.8901710510,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1997,,,-0.4857679373,,-0.4614298120,-0.1585732939,0.0108572238,,17.3769454956,17.6671943665,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1997,,,-0.4857679373,,-0.4546776989,-0.1579512404,0.0221636208,,17.3762474060,17.7242393494,UMAP
Middle income,MIC,1997,,,0.0670749374,,-0.6837183900,0.6495956176,0.3788735000,,15.9220418930,16.5097904205,UMAP
Moldova,MDA,1997,,-0.0014989630,,-0.1537209360,1.0053973981,-0.2346574460,-0.2723410615,,17.7928638458,20.0798358917,UMAP
Monaco,MCO,1997,,,,,,-0.2345069385,-0.1765179660,,17.0445442200,19.3562202454,UMAP
Mongolia,MNG,1997,,,-0.9695182009,0.0005531238,0.4629482970,-0.2347813340,0.0929146404,,18.9522533417,18.4251232147,UMAP
Montenegro,MNE,1997,,,,,,-0.2348379980,,,18.1506748199,19.5289001465,UMAP
Morocco,MAR,1997,,,,0.2325272673,-0.4980572915,-0.2285026653,-0.7931579269,1.5158733934,17.0625915527,20.6490955353,UMAP
Mozambique,MOZ,1997,,,-0.8728008482,,-0.6525435560,-0.2341706595,1.3785283022,-0.9128164794,19.5071926117,21.4742336273,UMAP
Myanmar,MMR,1997,,,-0.8456511210,,,-0.2341956927,0.3778373284,,19.6810626984,19.6391315460,UMAP
Namibia,NAM,1997,,,,,0.3222572139,-0.2342895081,0.1454200945,2.8684293855,18.5244045258,17.9683799744,UMAP
Nauru,NRU,1997,,,,,,-0.2349704540,-1.9934796480,,18.1326007843,20.0630912781,UMAP
Nepal,NPL,1997,,-0.0984127783,-0.5197528583,0.1244992174,-0.2445234204,-0.2341632131,0.2799383314,,20.2241630554,19.4261112213,UMAP
Netherlands,NLD,1997,,-0.1221422591,,,0.7443867683,-0.1659327371,0.1500277816,-0.4241230483,18.4090938568,17.1919498444,UMAP
New Caledonia,NCL,1997,,,,,-0.6247357014,-0.2344323662,-0.2138767811,,16.6773395538,19.5353107452,UMAP
New Zealand,NZL,1997,,-0.1336540155,,,-0.4174500886,-0.2240496406,-0.2021672015,-0.1916850841,16.7455310822,19.3634071350,UMAP
Nicaragua,NIC,1997,,,,,-0.3631703124,-0.2342506483,0.1042697511,,18.1269397736,18.1083202362,UMAP
Niger,NER,1997,,,-1.0296179648,,-0.8517508900,-0.2345978727,-0.2917576499,,17.2066421509,20.3604278564,UMAP
Nigeria,NGA,1997,,,-0.9246456801,,,-0.2017615701,-0.0628894613,,17.5143203735,18.8942031860,UMAP
North America,NAC,1997,,-0.1237626297,2.3168664062,-0.1853013796,-0.9579938031,1.2923129960,0.1801855782,-0.4428961993,16.1555805206,17.3043174744,UMAP
North Macedonia,MKD,1997,,,,,-0.0910750432,-0.2343295288,-0.3059633410,4.8764013276,16.8059787750,20.0576171875,UMAP
Norway,NOR,1997,,-0.1164284645,,,-0.0847897605,-0.2082927381,0.3182546095,-0.5673757652,20.1659374237,20.0447826385,UMAP
OECD members,OED,1997,,-0.1209949814,2.3018949720,,-0.6734923801,3.9837279457,0.0515685802,-0.1246812397,15.8207187653,17.1890163422,UMAP
Oman,OMN,1997,,,-0.3416964857,,-0.0957951996,-0.2319933488,0.4398478653,,19.3894100189,20.3839302063,UMAP
Other small states,OSS,1997,,,,,0.8397729898,-0.2275586256,0.5166072118,,18.8145580292,20.4187412262,UMAP
Pacific island small states,PSS,1997,,,,,0.6488339035,-0.2343181726,-0.7478796291,,17.4465618134,20.6583671570,UMAP
Pakistan,PAK,1997,,,-0.5014680815,,-0.7793837997,-0.2246518933,-0.3750618827,-0.3721417833,16.5778884888,20.2309665680,UMAP
Palau,PLW,1997,,,,,,-0.2349528370,-0.1663311105,,16.6395587921,18.8677120209,UMAP
Panama,PAN,1997,,,,,1.9331930648,-0.2333131734,0.7118885102,0.9421671243,17.9999542236,20.9283771515,UMAP
Papua New Guinea,PNG,1997,,,,0.1839909237,0.4475325944,-0.2341602490,-1.1736817974,,18.1100044250,20.2685718536,UMAP
Paraguay,PRY,1997,,,-0.3062130567,,0.3831190103,-0.2333286570,0.1490595503,-0.4503744563,18.9156742096,18.4608516693,UMAP
Peru,PER,1997,,,-0.5071474589,,-0.8459424998,-0.2253606481,0.5118245170,-0.5428628609,18.6232547760,19.7736549377,UMAP
Philippines,PHL,1997,,,0.0932150860,-0.1393113397,0.0150653884,-0.2194140657,0.3023115625,0.1436723078,19.8482360840,18.7106857300,UMAP
Poland,POL,1997,,0.0377058692,-0.6016650792,,-0.5132821760,-0.2085346225,0.4926791983,0.5238830989,19.8597049713,19.3372879028,UMAP
Portugal,PRT,1997,,-0.1193006116,,,-0.2785745309,-0.2156253542,0.1747696946,-0.2398416406,19.1288375854,17.9235744476,UMAP
Post-demographic dividend,PST,1997,,-0.1229679449,2.4426595201,,-0.6336808192,3.8337531463,0.0182053659,-0.1341106886,15.8263368607,17.1614856720,UMAP
Pre-demographic dividend,PRE,1997,,,-0.9080638687,,,-0.1735104492,0.4803634985,,19.6946086884,20.4132728577,UMAP
Puerto Rico (US),PRI,1997,,,,,0.3466273182,-0.2270078344,0.2525763565,1.0169227896,18.2796764374,19.3339118958,UMAP
Qatar,QAT,1997,,,-0.3596412594,,0.1570951203,-0.2331082860,4.3330301951,,19.8214874268,21.1758842468,UMAP
Romania,ROU,1997,,,-0.8943324909,,-0.2608603296,-0.2290934788,-1.3270600470,-0.4234276467,17.8781394958,20.5283775330,UMAP
Russian Federation,RUS,1997,,0.0358103832,,,-0.5746608899,-0.1680126650,-0.3124684285,0.6714820754,16.7378730774,20.1438198090,UMAP
Rwanda,RWA,1997,,,-0.8991890494,,-0.8459835312,-0.2346704315,1.7089019221,,19.9609737396,21.4112682343,UMAP
Samoa,WSM,1997,,,,,,-0.2349294179,-0.4352931783,,16.7511463165,20.1513118744,UMAP
San Marino,SMR,1997,,,,,,-0.2348151241,,-0.6172708255,18.8562183380,20.5177402496,UMAP
Sao Tome and Principe,STP,1997,,,-1.0249592970,,,-0.2349614265,-0.3779965743,,16.6576080322,20.4920578003,UMAP
Saudi Arabia,SAU,1997,,-0.1477612749,-0.5768393148,,-0.2218460988,-0.2075308600,-0.1099384913,,16.9705505371,19.0134544373,UMAP
Senegal,SEN,1997,,,-0.7998165318,,-0.5749678173,-0.2339775354,-0.0452730094,,17.6674461365,19.2446517944,UMAP
Serbia,SRB,1997,,,-0.6227473960,,-0.8615166221,-0.2304862106,0.9106466380,1.0169227896,18.3861751556,21.5684318542,UMAP
Seychelles,SYC,1997,,,-0.7842936780,,0.0036245523,-0.2348775752,1.4400138056,,19.6744556427,21.4389915466,UMAP
Sierra Leone,SLE,1997,,,-1.0155764822,,-0.9480913381,-0.2348360228,-1.4939702787,,17.7725715637,20.7857227325,UMAP
Singapore,SGP,1997,,,1.2239515863,0.3952377016,4.8678925384,-0.2184189439,0.8104692119,-0.9475865563,18.1076602936,21.3016643524,UMAP
Slovak Republic,SVK,1997,,-0.0717961938,,,0.8032793820,-0.2303719021,0.3509271331,0.6834777520,19.9124641418,19.8512668610,UMAP
Slovenia,SVN,1997,,-0.0441098466,,,0.3928638535,-0.2315489796,0.2998642271,-0.2264551610,18.5366954803,19.6519527435,UMAP
Small states,SST,1997,,,,,0.8146141506,-0.2235802564,0.3364003911,,19.8421363831,19.9989910126,UMAP
Solomon Islands,SLB,1997,,,-0.7473101842,,0.4810409352,-0.2348895502,-0.6881710942,,17.6230297089,20.4791660309,UMAP
"Somalia, Fed. Rep.",SOM,1997,,,,,,-0.2346141734,-0.3480943645,,16.8723983765,20.3640518188,UMAP
South Africa,ZAF,1997,,-0.0411373777,1.3655700692,-0.2695658039,-0.6721674537,-0.2070323668,-0.1176213253,,16.7716541290,19.1857280731,UMAP
South Asia,SAS,1997,,-0.0590339479,-0.5319362079,-0.0681844551,-1.0072082534,-0.1547739685,0.1438804968,,19.3139801025,17.4701652527,UMAP
South Asia (IDA & IBRD),TSA,1997,,-0.0590339479,-0.5319362079,-0.0681844551,-1.0072082534,-0.1547739685,0.1438804968,,19.2960815430,17.4572410583,UMAP
Spain,ESP,1997,,-0.1238672383,,0.2227136115,-0.4965425237,-0.1374501068,0.0426778366,2.2161427425,17.7186260223,17.4402065277,UMAP
Sri Lanka,LKA,1997,,,-0.3862617499,0.7430325750,0.0723013052,-0.2324808457,0.5002279133,0.4606015589,19.0438251495,20.1998081207,UMAP
St. Kitts and Nevis,KNA,1997,,,0.1451679298,,,-0.2349146724,0.5681869643,,18.5506515503,20.3063087463,UMAP
St. Lucia,LCA,1997,,,0.2001431883,,,-0.2348433499,-0.6524602291,2.1765048549,17.2964038849,20.8866424561,UMAP
St. Vincent and the Grenadines,VCT,1997,,,0.0504680406,-0.3590167463,,-0.2349191161,0.0293400511,,17.6450538635,18.8946437836,UMAP
Sub-Saharan Africa,SSF,1997,,,-0.1565212688,,,-0.1416048941,0.1207906508,,18.2197532654,17.1613330841,UMAP
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,,,-0.1565212688,,,-0.1416048941,0.1207906508,,18.1365337372,17.0900516510,UMAP
Sub-Saharan Africa (excluding high income),SSA,1997,,,-0.1455443417,,,-0.1431542178,0.1227361020,,18.2543811798,17.0930690765,UMAP
Sudan,SDN,1997,,0.4403922871,-1.0421820940,,-1.1531047064,-0.2330448867,2.4335044585,,20.0215034485,21.2936267853,UMAP
Suriname,SUR,1997,,,-0.6810596661,,,-0.2348234231,0.3856980002,0.4536475435,19.5482597351,19.5142536163,UMAP
Sweden,SWE,1997,,-0.1402549501,-0.2595037660,,-0.0879267327,-0.1906152279,-0.0421442938,0.4187036162,16.9821395874,18.3283309937,UMAP
Switzerland,CHE,1997,,-0.1419800935,2.4195173337,-0.7000702976,0.2362508327,-0.1862268760,-0.1726089544,-0.6647319805,16.2056064606,18.4443321228,UMAP
Syrian Arab Republic,SYR,1997,,,-0.8571968448,,-0.2014830845,-0.2325778663,0.2759104688,,20.2254123688,19.1020469666,UMAP
Tajikistan,TJK,1997,,,,,2.0684908925,-0.2348242342,-0.2668841706,-0.9128164794,16.7893390656,19.7805366516,UMAP
Tanzania,TZA,1997,,,-1.0348904641,,-0.9366642694,-0.2331313727,0.0326079462,,17.9548721313,18.6435146332,UMAP
Thailand,THA,1997,,,,-1.1784673018,0.3657551463,-0.2101409660,-0.9868341804,-1.2304411320,17.7855892181,20.2054405212,UMAP
Timor-Leste,TLS,1997,,,,,,-0.2349237130,0.1096833730,,18.4486865997,17.7770366669,UMAP
Togo,TGO,1997,,,-0.7912682521,,-0.4575885603,-0.2346265648,1.7945677612,,20.1264972687,21.4749164581,UMAP
Tonga,TON,1997,,,-0.1228425091,,-0.0907614191,-0.2349410740,-0.6372644717,,17.3850708008,20.5012493134,UMAP
Trinidad and Tobago,TTO,1997,,,-0.2976851107,,,-0.2340277601,0.6816592303,1.2272817550,18.3651046753,20.8981609344,UMAP
Tunisia,TUN,1997,,,0.0100267012,0.0549859684,0.0794468168,-0.2315457827,0.3436376539,1.3889626127,18.0783462524,19.6696014404,UMAP
Turkiye,TUR,1997,,0.9210488465,,-0.2432016227,-0.4228913129,-0.2035760327,0.6905580879,-0.2605298364,18.4601345062,20.7954673767,UMAP
Turkmenistan,TKM,1997,,,,,0.5357285718,-0.2345714079,-2.3906780807,,18.2271938324,20.2135982513,UMAP
Tuvalu,TUV,1997,,,,,,-0.2349743563,1.0843877550,,19.0820770264,21.3241157532,UMAP
Uganda,UGA,1997,,,,,-0.8323852600,-0.2339398546,0.2882819626,,18.5733547211,19.6129493713,UMAP
